# Parameters:
# omega_b = 0.022580, omega_m = 0.133084, n_s = 0.963000, h = 71.000000, w = -1.000000, sigma_8 = 0.800000
# z = 1.250000
#
# k[1/Mpc] # P(k):
8.694000e-04 5.584317e+03 
2.077466e-03 1.186170e+04 
3.285532e-03 1.668238e+04 
4.493598e-03 2.032116e+04 
5.701664e-03 2.296018e+04 
6.909730e-03 2.477331e+04 
8.117797e-03 2.594965e+04 
9.325863e-03 2.658656e+04 
1.053393e-02 2.677934e+04 
1.174199e-02 2.661412e+04 
1.295006e-02 2.614695e+04 
1.415813e-02 2.545208e+04 
1.536619e-02 2.459226e+04 
1.657426e-02 2.361028e+04 
1.778233e-02 2.254168e+04 
1.899039e-02 2.144264e+04 
2.019846e-02 2.034926e+04 
2.140652e-02 1.928957e+04 
2.261459e-02 1.827524e+04 
2.382266e-02 1.732151e+04 
2.503072e-02 1.643891e+04 
2.623879e-02 1.563041e+04 
2.744685e-02 1.489717e+04 
2.865492e-02 1.423842e+04 
2.986299e-02 1.364979e+04 
3.100100e-02 1.315715e+04 
3.220400e-02 1.269555e+04 
3.288100e-02 1.246167e+04 
3.424300e-02 1.203898e+04 
3.555100e-02 1.168384e+04 
3.686000e-02 1.137078e+04 
3.795000e-02 1.113529e+04 
3.929100e-02 1.087098e+04 
4.039800e-02 1.066644e+04 
4.164000e-02 1.044610e+04 
4.294400e-02 1.021560e+04 
4.415000e-02 1.000283e+04 
4.542900e-02 9.767051e+03 
4.660900e-02 9.544551e+03 
4.782300e-02 9.298496e+03 
4.892900e-02 9.067411e+03 
5.031200e-02 8.765587e+03 
5.155900e-02 8.481338e+03 
5.238100e-02 8.290004e+03 
5.378200e-02 7.959689e+03 
5.513400e-02 7.637759e+03 
5.627600e-02 7.367081e+03 
5.735300e-02 7.116045e+03 
5.870100e-02 6.810712e+03 
5.988700e-02 6.553436e+03 
6.113500e-02 6.295907e+03 
6.225900e-02 6.077580e+03 
6.340100e-02 5.870316e+03 
6.480200e-02 5.635741e+03 
6.601100e-02 5.452889e+03 
6.725500e-02 5.282795e+03 
6.829100e-02 5.156124e+03 
6.958600e-02 5.012720e+03 
7.071100e-02 4.902540e+03 
7.192300e-02 4.796593e+03 
7.307400e-02 4.706891e+03 
7.412300e-02 4.633167e+03 
7.550400e-02 4.546906e+03 
7.663100e-02 4.482847e+03 
7.791200e-02 4.416592e+03 
7.912700e-02 4.357489e+03 
8.027600e-02 4.303273e+03 
8.138400e-02 4.251582e+03 
8.272200e-02 4.188620e+03 
8.406100e-02 4.123794e+03 
8.534100e-02 4.057916e+03 
8.653800e-02 3.992249e+03 
8.759800e-02 3.931709e+03 
8.900300e-02 3.847338e+03 
9.009000e-02 3.778401e+03 
9.113300e-02 3.709033e+03 
9.239600e-02 3.623368e+03 
9.358000e-02 3.540748e+03 
9.496100e-02 3.441785e+03 
9.608400e-02 3.361393e+03 
9.727500e-02 3.276908e+03 
9.852600e-02 3.188252e+03 
9.973800e-02 3.104975e+03 
1.009000e-01 3.027517e+03 
1.020900e-01 2.951923e+03 
1.034000e-01 2.872825e+03 
1.046000e-01 2.804228e+03 
1.057200e-01 2.745632e+03 
1.069100e-01 2.686637e+03 
1.082500e-01 2.626729e+03 
1.093900e-01 2.580368e+03 
1.105400e-01 2.536634e+03 
1.116900e-01 2.498355e+03 
1.129600e-01 2.458635e+03 
1.142000e-01 2.424432e+03 
1.153300e-01 2.395194e+03 
1.166400e-01 2.363941e+03 
1.177800e-01 2.338375e+03 
1.190000e-01 2.312122e+03 
1.201200e-01 2.288431e+03 
1.213400e-01 2.263207e+03 
1.227100e-01 2.233921e+03 
1.238900e-01 2.208772e+03 
1.250700e-01 2.182308e+03 
1.263200e-01 2.154020e+03 
1.275500e-01 2.124819e+03 
1.287500e-01 2.095883e+03 
1.299900e-01 2.064922e+03 
1.311300e-01 2.036129e+03 
1.323500e-01 2.004545e+03 
1.335900e-01 1.972435e+03 
1.347100e-01 1.943081e+03 
1.359800e-01 1.910151e+03 
1.372100e-01 1.878198e+03 
1.384300e-01 1.847105e+03 
1.395700e-01 1.818355e+03 
1.407700e-01 1.788778e+03 
1.420300e-01 1.758536e+03 
1.432800e-01 1.729241e+03 
1.444500e-01 1.703006e+03 
1.456300e-01 1.677118e+03 
1.468900e-01 1.650864e+03 
1.480500e-01 1.627446e+03 
1.491700e-01 1.605782e+03 
1.503800e-01 1.583476e+03 
1.516400e-01 1.560967e+03 
1.528200e-01 1.541314e+03 
1.540200e-01 1.521722e+03 
1.551900e-01 1.503860e+03 
1.564300e-01 1.485507e+03 
